Id,Chinese,Chinese_Temp,English,Traditional,Spanish,Russian,Japenese,Thai,Italian,Portuguese,Vietnam,Korean,German,French,Indonesia
skillDesc_3020,每局游戏开始时，揭示1个能源交通品质,每局游戏开始时，揭示1个能源交通品质,"At the start of each game, reveal the rarity of 1 Energy & Transportation collectible.",每局遊戲開始時，揭示1個能源交通品質,"Al comienzo de cada partida, revela 1 calidad de Energía y Transporte.",В начале каждой игры раскройте 1 качество «Энергия и транспорт».,ゲーム開始時、エネルギー・交通品質を1つ公開する,เมื่อเริ่มต้นเกมแต่ละเกม ให้เปิดเผยการ์ดคุณภาพพลังงานและการขนส่ง 1 ใบ,"All'inizio di ogni partita, rivelare 1 qualità Energia e Trasporti","No início de cada jogo, revele 1 qualidade de Energia e Transporte","Khi bắt đầu mỗi ván chơi, tiết lộ 1 loại năng lượng và giao thông",게임 시작 시마다 에너지·교통 품질 1개를 공개합니다,Zu Beginn jedes Spiels wird 1 Energie- und Transportqualität aufgedeckt.,"Au début de chaque partie, révélez 1 qualité Énergie et transport.","Pada awal setiap permainan, perlihatkan 1 kualitas Energi & Transportasi."
skillDesc_3021,每局游戏开始时，揭示1个饮食烹饪品质,每局游戏开始时，揭示1个饮食烹饪品质,"At the start of each game, reveal the rarity of 1 Food & Cooking collectible",每局遊戲開始時，揭示1個飲食烹飪品質,"Al comienzo de cada partida, revela 1 calidad de comida y bebida.",В начале каждой игры раскройте 1 качество еды и напитков.,ゲーム開始時、食料・飲料・珍味品質を1つ公開する,เมื่อเริ่มเกมแต่ละเกม ให้เปิดเผยคุณภาพอาหารและเครื่องดื่ม 1 อย่าง,"All'inizio di ogni partita, rivelare 1 qualità di cibo e bevande","No início de cada jogo, revele 1 qualidade de Comida e Bebida.","Mỗi khi bắt đầu trò chơi, tiết lộ 1 chất lượng ẩm thực","게임 시작 시마다, 음식·음료·명품 음식 품질 1개를 공개합니다",Zu Beginn jedes Spiels wird 1 Qualität „Essen & Trinken” aufgedeckt.,"Au début de chaque partie, révélez 1 qualité de nourriture et de boisson.","Pada awal setiap permainan, ungkapkan 1 kualitas Makanan & Minuman."
skillDesc_3022,每局游戏开始时，揭示1个书籍绘画品质,每局游戏开始时，揭示1个书籍绘画品质,"At the start of each game, reveal the rarity of 1 Books & Paintings collectible",每局遊戲開始時，揭示1個書畫古籍品質,"Al comienzo de cada partida, revela 1 calidad de caligrafía y libros antiguos.",В начале каждой игры раскройте 1 качество каллиграфии и древних книг.,ゲーム開始時、書画古籍品質を1つ公開する,เมื่อเริ่มต้นเกมแต่ละเกม ให้เปิดเผยคุณภาพของ Calligraphy และ Ancient Books จำนวน 1 รายการ,"All'inizio di ogni partita, rivela 1 qualità Calligrafia e Libri antichi","No início de cada jogo, revele 1 qualidade de Caligrafia e Livros Antigos.","Mỗi khi bắt đầu ván chơi, tiết lộ 1 chất lượng thư pháp và sách cổ",게임 시작 시마다 서화 고서 품질 1개를 공개합니다,Zu Beginn jedes Spiels wird 1 Qualität für Kalligraphie und alte Bücher aufgedeckt.,"Au début de chaque partie, révélez 1 qualité Calligraphie et livres anciens.","Pada awal setiap permainan, ungkapkan 1 kualitas Kaligrafi dan Buku Kuno."
skillDesc_3023,每次回合开始时，揭示1个任意藏品品质,每次回合开始时，揭示1个任意藏品品质,"At the start of each turn, reveal 1 random collection type",每次回合開始時，揭示1個任意藏品品質,"Al comienzo de cada turno, revela 1 tipo de colección aleatorio.",В начале каждого хода раскройте 1 случайный тип коллекции.,各ターン開始時、任意のコレクション品質1つを公開する,เมื่อเริ่มต้นแต่ละเทิร์น ให้เปิดเผยประเภทคอลเลกชันแบบสุ่ม 1 ประเภท,"All'inizio di ogni turno, rivela 1 tipo di collezione casuale","No início de cada turno, revele 1 tipo de coleção aleatório","Mỗi khi bắt đầu lượt chơi, tiết lộ 1 chất lượng sưu tập ngẫu nhiên","매 턴 시작 시, 임의의 수집품 등급 1개를 공개합니다",Zu Beginn jeder Runde wird 1 zufälliger Sammlungstyp aufgedeckt.,"Au début de chaque tour, révélez 1 type de collection aléatoire.","Pada awal setiap giliran, ungkapkan 1 jenis koleksi acak."
skillDesc_3024,在奇数回合，随机揭示1个藏品轮廓,在奇数回合，随机揭示1个藏品轮廓,"On odd-numbered turns, randomly reveal 1 artifact outline",在奇數回合，隨機揭示1個藏品輪廓,"En los turnos impares, revela aleatoriamente 1 artefacto.",В нечетные ходы случайным образом раскройте 1 контур артефакта.,奇数ターンに、ランダムに1つのコレクションの輪郭を公開する,ในเทิร์นที่มีเลขคี่ เปิดเผยเค้าโครงของวัตถุโบราณแบบสุ่ม 1 ชิ้น,"Nei turni dispari, rivela casualmente 1 artefatto.","Nos turnos ímpares, revele aleatoriamente 1 esboço de artefacto.","Trong lượt lẻ, ngẫu nhiên tiết lộ 1 phác thảo bộ sưu tập","홀수 턴마다, 무작위로 1개의 수집품 윤곽을 공개합니다",In ungeraden Runden wird zufällig 1 Artefaktumriss aufgedeckt.,"Lors des tours impairs, révélez au hasard 1 contour d'artefact.","Pada giliran ganjil, perlihatkan secara acak 1 sketsa artefak."
skillDesc_3025,在偶数回合，随机揭示一个藏品品质,在偶数回合，随机揭示一个藏品品质,"On even-numbered turns, randomly reveal one collection quality.",在偶數回合，隨機揭示一個藏品品質,"En los turnos pares, se revela aleatoriamente una calidad de objeto de colección.",В четные ходы случайным образом раскрывайте одно качество предмета коллекции.,偶数ターンに、ランダムに1つのコレクション品質を公開する,ในรอบที่เป็นเลขคู่ ให้เปิดเผยคุณภาพของไอเทมสะสมแบบสุ่มหนึ่งชิ้น,"Nei turni pari, rivela casualmente una qualità di oggetto da collezione.","Nos turnos pares, revele aleatoriamente uma qualidade de item de coleção.","Trong các lượt chẵn, ngẫu nhiên tiết lộ 1 chất lượng sưu tập","짝수 턴마다, 무작위로 1개의 수집품 품질을 공개합니다",In geraden Runden wird zufällig eine Sammlerstückqualität aufgedeckt.,"Lors des tours pairs, révélez au hasard une qualité d'objet de collection.","Pada giliran genap, ungkapkan secara acak satu kualitas barang koleksi."
skillDesc_3026,每次使用道具时，揭示1个藏品的轮廓,每次使用道具时，揭示1个藏品的轮廓,"Each time an item is used, reveal 1 artifact outline",每次使用道具時，揭示1個藏品的輪廓,"Cada vez que se utiliza un objeto, se revela 1 esquema de artefacto.","Каждый раз, когда используется предмет, раскрывайте 1 контур артефакта.",アイテムを使用するたびに、1つのコレクションの輪郭を公開する,ทุกครั้งที่ใช้ไอเท็ม เปิดเผยเค้าโครงของวัตถุโบราณ 1 อัน,"Ogni volta che viene utilizzato un oggetto, rivelare 1 profilo di manufatto.","Cada vez que um item é usado, revele 1 esboço de artefacto.","Mỗi khi sử dụng vật phẩm, tiết lộ 1 phác thảo của một tác phẩm sưu tập","도구를 사용할 때마다, 1개의 수집품 윤곽을 공개합니다","Jedes Mal, wenn ein Gegenstand verwendet wird, wird 1 Artefaktumriss aufgedeckt.","Chaque fois qu'un objet est utilisé, révélez 1 contour d'artefact.","Setiap kali suatu barang digunakan, perlihatkan 1 sketsa artefak."
skillDesc_3027,揭示轮廓时，额外增加1个揭示数量,揭示轮廓时，额外增加1个揭示数量,"When revealing an outline, reveal 1 additional item",揭示輪廓時，額外增加1個揭示數量,"Al revelar un boceto, aumenta el número revelado en 1.",При раскрытии контура увеличьте количество раскрытых предметов на 1.,輪郭を公開する際、追加で1つ公開数を増加させる,เมื่อเปิดเผยโครงร่าง ให้เพิ่มจำนวนที่เปิดเผยขึ้น 1,"Quando si rivela un profilo, aumentare il numero rivelato di 1.","Ao revelar um esboço, aumente o número revelado em 1.","Khi tiết lộ phác thảo, tăng thêm 1 số lượng tiết lộ","윤곽을 공개할 때, 추가로 1개를 더 공개합니다","Wenn ein Umriss aufgedeckt wird, erhöht sich die Anzahl der aufgedeckten Gegenstände um 1.","Lorsque vous révélez un contour, augmentez le nombre révélé de 1.","Saat mengungkapkan sketsa, tambahkan 1 ke jumlah yang diungkapkan."
skillDesc_3028,揭示品质时，额外增加1个揭示数量,揭示品质时，额外增加1个揭示数量,"When revealing a quality, add 1 additional reveal.",揭示品質時，額外增加1個揭示數量,"Al revelar una calidad, aumenta el número revelado en uno.",При раскрытии качества увеличивайте количество раскрытых на один.,品質を公開するとき、追加で1枚公開する,เมื่อเปิดเผยคุณสมบัติ ให้เพิ่มจำนวนที่เปิดเผยขึ้นอีกหนึ่ง,"Quando si rivela una qualità, aumentare il numero rivelato di uno.","Ao revelar uma qualidade, aumente o número revelado em um.","Khi tiết lộ chất lượng, thêm 1 số lượng tiết lộ","품질을 공개할 때, 추가로 공개 수량 1개를 증가시킵니다","Wenn eine Qualität aufgedeckt wird, erhöht sich die Anzahl der aufgedeckten Gegenstände um eins.","Lorsque vous révélez une qualité, ajoutez 1 supplémentaire au nombre révélé.","Saat mengungkapkan kualitas, tambahkan 1 ke jumlah yang diungkapkan."
skillDesc_3029,游戏开始时，获得藏品整体轮廓(外边缘),游戏开始时，获得藏品整体轮廓(外边缘),"At the start of the game, obtain the overall outline (outer edge) of the artifact",遊戲開始時，獲得藏品整體輪廓(外邊緣),"Al comienzo del juego, obtén el contorno completo (borde exterior) de una colección.",В начале игры получите полный контур (внешний край) коллекции.,ゲーム開始時、コレクション全体の輪郭（外縁）を獲得,เมื่อเริ่มเกม ให้ได้เส้นรอบนอก (ขอบนอก) ของการสะสม,"All'inizio del gioco, ottieni il contorno completo (bordo esterno) di una collezione","No início do jogo, obtenha o contorno completo (borda externa) de uma coleção","Khi trò chơi bắt đầu, nhận được hình dáng tổng thể của bộ sưu tập (viền ngoài)","게임 시작 시, 컬렉션 전체 윤곽(외곽선) 획득",Zu Beginn des Spiels erhältst du den vollständigen Umriss (äußerer Rand) einer Sammlung.,"Au début du jeu, obtenez le contour complet (bord extérieur) d'une collection.","Pada awal permainan, peroleh garis luar lengkap (tepi luar) dari sebuah koleksi."
